%,,,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2
in_eta_ph = [,,%,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,1.50E-04,4.00E-06,1.50E-05,2.50E-05,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,1.50E-04,4.00E-06,1.50E-05,2.50E-05,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08,2.50E-07,2.50E-09,1.25E-08,1.25E-08
in_eta_p_ph = [,,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_Cbs = [,,%,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,1.37E+03,0,0,0,1.76E+02,0,0,0,1.72E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,9.84E+01,0,0,0,1.79E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,1.76E+02,0,0,0,1.64E+03,0,0,0,1.37E+03,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0
,,%,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,6.39E+02,0,0,0,6.23E+01,0,0,0,6.12E+02,0,0,0,6.23E+01,0,0,0,5.84E+02,0,0,0,3.50E+01,0,0,0,6.48E+02,0,0,0,6.23E+01,0,0,0,5.85E+02,0,0,0,6.23E+01,0,0,0,5.85E+02,0,0,0,6.23E+01,0,0,0,5.85E+02,0,0,0,6.23E+01,0,0,0,5.85E+02,0,0,0,6.23E+01,0,0,0,5.85E+02,0,0,0,6.23E+01,0,0,0,5.85E+02,0,0,0,6.39E+02,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0
,,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E+02,0,0,0,4.71E+01,0,0,0,4.63E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,2.65E+01,0,0,0,4.91E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,4.71E+01,0,0,0,4.42E+02,0,0,0,5.05E+02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42E+02,0,0,0,3.76E+01,0,0,0,3.70E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,2.12E+01,0,0,0,3.94E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,3.76E+01,0,0,0,3.53E+02,0,0,0,4.42E+02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_Qth = [,,%,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12,1.00E-11,3.00E-15,1.00E-12,1.00E-12
in_n_e = [,,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_N_e = [,,%,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,1.20E+14,0,0,0,9.38E+13,0.00E+00,0.00E+00,0.00E+00,8.73E+13,0.00E+00,0.00E+00,0.00E+00,4.62E+13,0.00E+00,0.00E+00,0.00E+00,4.65E+13,0.00E+00,0.00E+00,0.00E+00,4.73E+13,0.00E+00,0.00E+00,0.00E+00,6.44E+13,0.00E+00,0.00E+00,0.00E+00,6.94E+13,0.00E+00,0.00E+00,0.00E+00,7.01E+13,0.00E+00,0.00E+00,0.00E+00,7.17E+13,0.00E+00,0.00E+00,0.00E+00,7.25E+13,0.00E+00,0.00E+00,0.00E+00,7.42E+13,0.00E+00,0.00E+00,0.00E+00,7.50E+13,0.00E+00,0.00E+00,0.00E+00,7.69E+13,0.00E+00,0.00E+00,0.00E+00,7.77E+13,0.00E+00,0.00E+00,0.00E+00,7.98E+13,0.00E+00,0.00E+00,0.00E+00,8.07E+13,0.00E+00,0.00E+00,0.00E+00,8.29E+13,0.00E+00,0.00E+00,0.00E+00,8.39E+13,0.00E+00,0.00E+00,0.00E+00,1.20E+14,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0,6.00E+13,0,0,0
in_Gamma_ph = [,,%,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,4.69E+15,0,0,0,4.36E+15,0,0,0,2.31E+15,0,0,0,2.32E+15,0,0,0,2.36E+15,0,0,0,3.22E+15,0,0,0,3.47E+15,0,0,0,3.50E+15,0,0,0,3.59E+15,0,0,0,3.62E+15,0,0,0,3.71E+15,0,0,0,3.75E+15,0,0,0,3.85E+15,0,0,0,3.89E+15,0,0,0,3.99E+15,0,0,0,4.03E+15,0,0,0,4.14E+15,0,0,0,4.19E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0,3.00E+15,0,0,0
in_S_Nplus1 = [,[l/s] (H2),%,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0
,[l/s] (CH4),%,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0
,[l/s] (CO),%,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0
,[l/s] (CO2),%,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00
in_g_Nplus1 = [,[torrl/s],%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
